category_variant_key,source_key,group_code_normalized,group_description,category_code_normalized,category_description,data_truth_class
565e505f06dd55d6a2bf8bf2c4c155b0b0bd609cf5b6af2932b56e24303f0be3,D2,csinforeq,Information Request,cswasteenq,Waste Enquiries,real_public_reference
569e9077e303a755e0d63a9ce16ced8dfc39301026171c76d3e057af62d4a43e,D2,csanimangt,Animal Management,cspstmgt,Pest Management Plan,real_public_reference
56d1a67da7ace1ba75bfc3fd1a8c158e4051b84d7643cee0f065f982c94a7f1f,D2,complaint,Complaint - General,itserv,Information Technology Services Section,real_public_reference
57201995a2fb4602d1b3f0961ecda7fde5eb5ef79bf1d6f74bff3eacae9a1913,D2,csinfinfo,Infrastructure Information,csengadv,Engineering Advice,real_public_reference
5764f47a7019d8e55c76f91f8f9847ce697a2c5adc7546c66c734cd7e28966df,D2,csdevinfo,Building and Development Information,csdevenq,Current development - enquiries,real_public_reference
578efa48bdfe45857967532cc97b0e294cb67d958552c195a17ed81d867978a4,D2,cstechserv,Technical Services (New/Upgrade),cstraf&rds,Traffic and Roads,real_public_reference
58dfa8b36a69c05824e43bc6700083a2f280f06941c6451f19e1375afb6bd182,D2,cswtrqlty,Water Quality,csdrtwtr,Dirty Water,real_public_reference
59bb3e04b733da3cc18f1a3a2f4d0c57900868e053d6605cb70ba64e2ad6631e,D2,csrdancil,Road Ancillary,csspdmanag,Speed Management,real_public_reference
5af666964894a5db9bae94aea09624419118552d9b941742884ebbd2f65bbb9e,D2,csownsearc,Ownership Search,osownsearc,Ownership Search,real_public_reference
5b2bbe5146d9c1f0b142f8d857e7210add1a698c12f5ac54326373fb209f7140,D2,cswtrqlty,Water Quality,cststodour,Taste / Odour,real_public_reference
5b3e22eca7cd0fb5311f99c9744963f0eb3de8e1bec7a2a88cfe46a560df0395,D2,csanimangt,Animal Management,cskennel,Kennels,real_public_reference
5b4bf2b36c9ad2a851fe279805454d4957ba9d3438c8946739c751a3089885ba,D2,csprkinf,Park Infrastructure,csbbqrpr,BBQ Repair/Maintainence,real_public_reference
5bb6371e25c545e30547e852ea7aff1dfa4bebfea4b8c87103d2d88e73fdb4b1,D2,csanimangt,Animal Management,csregu,Regulated Dog Inspections,real_public_reference
5bf37e1ac19c5f930254b86c9a6373b8a3b87a3d12f557a29032bf94a03158bf,D2,csrates,Rates,cswatplan,Water Pricing Enquiries,real_public_reference
5c810aee2628dd689d66556608730b3bf47fb9d31015701eee5e2b3dbdee5f53,D2,csntrlmgmt,Natural Area Management,csbatmgmt,Flying Fox Bat Management,real_public_reference
5cbe6517aa5ec9c9bbcca775b267296aa773e21947f12a7f02392ae7b52e18d1,D2,csunauthus,Unauthorised Use of Council Controlled Land,csvhaccess,Unauthorised Vehicle Access on Council Land,real_public_reference
5cd4a8ab96acdc3552bde354a476488a1fbb72d8069aaf4d0a937c7b326c8b4e,D2,complaint,Complaint - General,comeng,Communications & Engagement Section,real_public_reference
5d90f5b5f3fea4e96902ce00b54a82295b51dc996b41f55b29ff5abcb89d982b,D2,cswsteserv,Waste Services,csbins,Bins Odour & Placement,real_public_reference
5e3ea8f8474b3089454f33e70a8f284913aaf5e360c487d92c40c25c8a1708d9,D2,csbuildpc,Privately Certified Building Lodgement,csform22,Form 22 – Notice of Discontinuance of Engagement,real_public_reference
5e9d791577360afbc3c1186baeaf3633576393ba02a8283a7481b70d1fcf4ad1,D2,csmossie,Mosquito,csinfo,Information,real_public_reference
5f0d43d66951ce63867c70e273a2587831c6090d065096670fbb2c7f70aedc62,D2,cssyringes,Syringes,cssyringe,Syringe collection,real_public_reference
60ba92305f314ddfafc4aced335c73eee850d3c048771c9514c18e64c3418319,D2,csanimangt,Animal Management,csnoapprov,No Approval,real_public_reference
6101aacbc53cbd58622712fbdc205e651813b7ebc35cc50165a5d2868ac09e67,D2,csrates,Rates,csdiscreq,Discount Requests,real_public_reference
6108cdddcea1f7c22092cd598f55f9254311b76c45837fc1c49c5aabfa98a93e,D2,csdrvway,Driveways,csashplt,Ashphalt,real_public_reference
618f6e8fbfd314685f436efacfe9d3ff548c65b2b2279cb6eba23359344968a7,D2,csregserv,EH & Regulatory Services Request for Service,csnotify,Notifications - EH&R,real_public_reference
61cc05da368ad5d79ceb384e8b2b10f52b83337f4c577c1ea1d1f6278a778a80,D2,csprkadmn,Parks Administrative Requests,csirrmain,Irrigation Programmed Maintenance,real_public_reference
61d356d43ace6b530d22354cedaa55a8166749aea791da3f7ebb254ec8a90ca6,D2,csaccum,Accumulated Material,cscychaz,Cyclone/Community Safety Hazard,real_public_reference
62096d4c648e7fe7f570b782d979c5071a2fccffc7b9175c96e71351f7e7ab75,D2,csunauthus,Unauthorised Use of Council Controlled Land,csconequip,Unauthorised Construction/Equipment on CouncilLand,real_public_reference
62352ec11f84373385e460991115b8ace68bc71ef55f32de0b29c7a3e667c300,D2,cssewinf,Wastewater Infrastructure,cswwpalarm,Pump Station Alarm,real_public_reference
628d29ff2db5f26c1507e1aba12c375f6c5b47ad5c0dbf1aa4ba7abd95594316,D2,cspools,Pools,csimersion,Pool Immersions,real_public_reference
62902d016b3f87db5015d74143e311e10dc152b74e52da817dcf52da6c9029d1,D2,cssewinf,Wastewater Infrastructure,cswwlnfull,Wastewater Mainline blockage,real_public_reference
629eed83f2e4c4445ec847ed1f822f6b0c8e292e889771c09d6eba8a8b0497c8,D2,csehrllo,EH & Reg Legal Liaison Officer Service Request,csehrllr,EH & Reg Legal Liaison Officer Service Request,real_public_reference
6310db600613a1f4a0db3cb08053c793dfc032fb489eba886f83ee013daebd59,D2,csodour,Odour Fumes,cscomm,Commercial,real_public_reference
63605ea7fe329d915d1cebba1a9cda8ea77965fc137c4e7b49766564eb059b5e,D2,csntrlmgmt,Natural Area Management,csvegpusaf,Vegetation - Maintenance and Public Safety,real_public_reference
6407d547cb982a061f7782da396a2ff7ebcb174a55144063dfc42e8bdbab5f7a,D2,csunauthus,Unauthorised Use of Council Controlled Land,csobstruct,Obstruction Blockage of Council Land Road Footpath,real_public_reference
64b29531b871d20ad2529d06c1b5c84bb0ad4813ee398e31058763b577b5df5b,D2,csinforeq,Information Request,csanimgmt,Animal Management,real_public_reference
64d2afd02824e5413f85f8d2010689fd324749f98ce7874c19f343fbdde1c26e,D2,cswtrinf,Water Infrastructure,cswtrbmtr,Broken Water Meter,real_public_reference
65aa3bea9bfa13c06bb43eae20f8f2d81161e9cd00849f8596142b0881193913,D2,csworoads,Working On Roads,cslan,Land Access Activity Notice (LANS),real_public_reference
6738f41a30b2de3a6179382791588a19245ca7c484fa536c1416c5e84bd9d037,D2,csinforeq,Information Request,cspdcitygr,PD City Growth,real_public_reference
673bb6573622b5ab72b3a9c62af1a7fc6b5a9786d3908b1df999950f5687fbcd,D2,cswtrinf,Water Infrastructure,cswtrlmn,Leaking Water Main,real_public_reference
67d2f0d6809d44b232c72791114a9b226697eb1a5b0f62d6a1e209e161fc6ce8,D2,cscomplmt,Compliment,pplculture,People & Culture Section,real_public_reference
67dcafd9e2116a65017cccba12e6aee6f31b1a527d98d64be00d8e27fddd5df7,D2,csregserv,EH & Regulatory Services Request for Service,rtwaives,PIN request to withdraw/review - EH & Reg,real_public_reference
6822e532e9ade78304aeba6458a8c30e668b21f63e551a1d748485ff86b69262,D2,csanimangt,Animal Management,cskencatc,Kennel / Cattery Compliance,real_public_reference
6870dbe02101eb82e985edf1123d77e5c26152540b40490dbe393c1f68a925b3,D2,cswtrinf,Water Infrastructure,cswtrlsc,Leaking Stopcock,real_public_reference
6893c3bd54df85df9afe2f51236918ae6dd7fdee6c32d791aed2643210820921,D2,csprkirig,Irrigation,cslnloc,Line Location,real_public_reference
68ee3ccb18b8dd69908880e458cd86e4a3b996581b9e880a20d10f866fbf0b2c,D2,csinforeq,Information Request,cspdplmdrn,PD Plumbing and Drainage,real_public_reference
6924ebdd5d5413a17d9b29233392e2c7ceeb401c06adabb436433fc7f2b02a49,D2,csprkirig,Irrigation,csnewinf,New Infrastructure,real_public_reference
69465ec9572fa48c8ac63c70c9d5b543a49833ec0092393ce56cfbf875015aca,D2,csinforeq,Information Request,cswwater,Trade Waste Enquiries,real_public_reference
697d60b3e267e24e27f4da4e0c30de9b8e0d4efb93c4e875fd28edce70d5dae0,D2,csmossie,Mosquito,csbrdingrc,Breeding Residential / Commercial,real_public_reference
6be55d74ee492fa17033bbd68b1894fc6a4c9bed01bc0a5e691d3323336f01f6,D2,csinfinfo,Infrastructure Information,cspropty,Property Management,real_public_reference
6ce2fe5aff4a2a36ffd12db1309c243b16cac4ced79ef26d30733f651fe1fd44,D2,cspools,Pools,csplfnenqu,Pool fencing enquiries,real_public_reference
6d41af049746304741ad4a0b2ab4ab180db8b81a8be4b7ff9eb0a259fac1828c,D2,csprkinf,Park Infrastructure,csplyeqnpr,Play Equipment (No public risk),real_public_reference
6dd20ebb6a527df7792cdb9d7f92c3cc21d2dbf0ea6a50547847d010a6319338,D2,csanimangt,Animal Management,cstrfclvst,Traffic - Livestock,real_public_reference
6e0c26e9205e5675e53d63069bb22a310374e1ac13a89b8af2e5a738565c8126,D2,cspubhth,Public Health,cscovid19,COVID19  **this category for EH USE ONLY**,real_public_reference
6e97aa75a6d21c561243a215ee751f2a2952bf4888a00e4044395cb688cb331e,D2,csanimangt,Animal Management,csregdog,Proposed Regulated Dog,real_public_reference
6e9b5a4a6f65d29b6e8b212ac87d65b07cd2d035c81b13e5207439aa7ba781c4,D2,csinfinfo,Infrastructure Information,csfleet,Fleet Services,real_public_reference
6eec349d68afb620d82919942c91c636bb2fa87601b7b9ef2adfbda8f9a3da35,D2,csinforeq,Information Request,csregsrvs,Regulatory Services,real_public_reference
6f8638eb5d137e66a6b39f9e698b53851468be336f330dc7ad776421b9b431e9,D2,cstrflgt,Traffic Lights,csmaincao,Maintenance (Council Assets Only),real_public_reference
701da843ce9f48f5059474afec3cbb6d87e1c9755ff38d8c0b8323e52995053c,D2,csrates,Rates,cshomeinc,Rates First Home Incentive,real_public_reference
706c83e65aa1bc8894b10584ae6e3315793e63038b2750acee9dc03c79b96806,D2,cspkscrt,Security,csantisocb,Anti-social Behaviour in TCC Parks/Buildings,real_public_reference
714b6332891bacec52998ce1393d26b2f0f26eb28437380e1629d3eb2737768c,D2,csmidge,Sandfly or Midge,csbrdingot,Breeding - Other Land,real_public_reference
715d684d9bbbe2cfba17180867684bf8fe382f4e714d644228ce7795bf6b9049,D2,csfood,Food,csfpdine,Footpath Dining,real_public_reference
722b4c784a95adbaa8d15b04f83ddc2cf7af8d297ca93119392eb9cf85d60e16,D2,csstrtswp,Street Sweeping,csvehacc,Vehicle Accident (Street Sweeping - Broken Glass),real_public_reference
72339a50c43c165d3ae4806b6cfdc498d290052016ef01ad2298de1b28bd3c58,D2,complaint,Complaint - General,plansect,Planning Section,real_public_reference
724b119765a5102e2a3cd56333b396800be8193a4f2b5718a2c070884cab3505,D2,csprkinf,Park Infrastructure,cssprtrec1,Sport and Rec Infrastructure Approvals,real_public_reference
72d2c95309b32d31537b04f0056539e83960363d385c9e2ab1fdcd9663838043,D2,cscomplmt,Compliment,cultlife,Culture & LIfestyle Section,real_public_reference
732924e0edb16ab89f133d12c5628879369494a64c86dd51a4308b5055d36f81,D2,csstrmdrn,Stormwater Drainage,csexstdrn,Replace Existing Open Drain,real_public_reference
7399b65f7c0ecd6ee180c98c6d74f75fcf7549edcd01230f3e00368d80688aee,D2,cskrbchan,Kerb and Channel,csdefect,Defects,real_public_reference
749f1299b1d6e3fbd9b81a430812e4c7f223557b5a685bedfa773adbddaad881,D2,csworoads,Working On Roads,cslono,Letters of No Objection (LONO),real_public_reference
752859a89921e73073a77b347cd90b80ebaaab2c5be51edc206af1a95842bd4b,D2,csprkopn,Parks and Open Space,csvegcntrl,Vegetation Control,real_public_reference
754cdb02b9b69570a80211c8c9a65ee0a27bb75ec0c80755053804d4138d022b,D2,complaint,Complaint - General,engassinfp,Engineering & Asset Infrastructure Planning,real_public_reference
761e02535191eb5ae1289e36cfab8396d6d3860c59f2343171db02e228a38e48,D2,csinforeq,Information Request,csacac,Animal Care and Adoption Centre,real_public_reference
7626b501c07748e424708064838fdb9ab3ba0ee3ce15f70b8d93e1bf67a58dd0,D2,csinforeq,Information Request,cswwater,PD Trade Waste,real_public_reference
76e7f288969a97eb0b52e32bb29e26bf08a8d60e7241765eeaa7d77d849a91b9,D2,csvhcl,Vehicles,csabandveh,Abandoned Vehicles,real_public_reference
7740dc8948d4c931abbe067e34edc0f00a4f08a5057dcd5a483a0c714d15f8bd,D2,complaint,Complaint - General,exoffice,Executive Office,real_public_reference
7868c9779d97dab0ceadb0f8bb4cdc2e9456e8b66e94167b0865e73450f29b9d,D2,cswsteserv,Waste Services,csbinpartc,Wheelie Bin Parts - Damaged,real_public_reference
79014126e87f8e521fd1ca2bdbfc291d60a79180fa2808abb54476a915aaf43e,D2,cschgadd,Change of Address/Details,csehchga,Change of Address (Regulatory Srvs),real_public_reference
7b3634fce4af6cdca255e4e4c7124b53372543dfaeb5da813c150fe47d3b19b4,D2,cspubreact,Public Reaction,cswatrest,Water Restrictions,real_public_reference
7bb6072a9e1bccfe136910327cd3629cbc306a1a967af2c3fd27f04b72d0e440,D2,csprkadmn,Parks Administrative Requests,cstermwant,Termites/white Ants,real_public_reference
7e126d66069af0f8aa258406698a621e4fa86715cec958fd768af42ace2e6f69,D2,csvandal,Vandalism,cspkfrnipr,Park Infrastructure (Imminent public risk),real_public_reference
7e15ec694ee1a873de6c3a7da355580cae3243042a5aa8bc71d0b8f87537de67,D2,csprkinf,Park Infrastructure,cspkfrnipr,Park Infrastructure (Imminent public risk),real_public_reference
7ed2b11552c74658e6f71706638edc4886d08435d7be3c84995afde340e863f8,D2,csprkinf,Park Infrastructure,cspthrd,Pathways & Roadways,real_public_reference
7eed588f07b0d44a2f5ea23cd20d9f1ee5f72d7b6f46c91afd891e15c2e1d961,D2,csstrmpmp,Stormwater Pump Stations,cspmpdef,Pump Station Defects,real_public_reference
7f5ca342863709e1db2d9af455cf88abda5b6efa9bd22225df3255caaecb7666,D2,complaint,Complaint - General,assetfleet,Infrastructure Planning Assets & Fleet Section,real_public_reference
7fde74de4b69a8965561fc4dbe233d9e5cda36076d633c4665576af7c34095ab,D2,complaint,Complaint - General,assetfleet,Infrastructure Property & Fleet Section,real_public_reference
803f12ae0027cd4df18024440de88490d2d5e9b1276a1b589eb405fddca5b5eb,D2,cslgt,Lighting,csnewsll,New Street Lights,real_public_reference
809029d268f51796f3a9af85dfa2497b94d66264b80148c1b6defe345cf119ba,D2,cscmntyedu,Community & Educational Programs,csrbscntr,Rowes Bay Sustainability Centre,real_public_reference
80f2b4558e80c587626a93d90ca9b1d07c5f26b15185a8d14b52c6b179641749,D2,cswsteserv,Waste Services,csvetcol1,Vet Collection,real_public_reference
82048cc0b496cb863ff2156c66b8e9d5f4bcd965cf7b1bf0e97ab999f4339725,D2,cswsteserv,Waste Services,cshardru1,Hard Rubbish - Booking Collection,real_public_reference
82c7af02c929396b65bdea36ea6af59ef7a8e6648c18e756d084b761e38766ec,D2,cscomplmt,Compliment,resrecov,Resource Recovery,real_public_reference
83a498c49a22e8a023b90d9ba35b5001f8baf1b8859464c3db8a28798ad0dfec,D2,cscmntyedu,Community & Educational Programs,cscitislr,Solar City - Smart City - Energy Management,real_public_reference
83c488ec49d2f9318e53bc384e52013695252df51c9e15183be46bd46760cdad,D2,csntrlmgmt,Natural Area Management,cspbeacha,Coastal - Beach Pedestrian Access Paths,real_public_reference
83f68575c5a61d7df41447a244f08accc6a638d265725b1160ddbfb5a4ae5e44,D2,csinfinfo,Infrastructure Information,csasset,Asset Management,real_public_reference
84031dc4ae48d90ebfaa7731f38bf0690b8a33e239846a054d9ce36fdc7c16c1,D2,cscomplmt,Compliment,itserv,Customer & Digital Services,real_public_reference
852fe558c62c4204e6292a90eabc26f236a5bbb0fd032a7a732ad6dfff746855,D2,csinfrasrv,Infrastructure Services,csother,Other,real_public_reference
85bca973f23699dd7f6c4b801e827b8689c97949720186c3cd997222fb717fb0,D2,cswtrinf,Water Infrastructure,cswtrlvalv,Leaking Valve,real_public_reference
86e19641a321ac21cd8de75fefc45fa4a76c9e012b8df07ab750dc02f8d41256,D2,csfprr,Footpath,csexstinf,Replace Existing Infrastructure,real_public_reference
8701bed440296016f47f1901faae8e71808259c6eca8df8a65fd766e0ceb0a2b,D2,cscomplmt,Compliment,plansect,Planning Section,real_public_reference
870c3e80f9ce51647a38ce36f4ff9bbbfa5081ded82795f2ff5e21976899cae1,D2,cssyringes,Syringes,tccowned,TCC Building/Community Centre/ Public Toilet,real_public_reference
87432a022059396ae582539824eb3f7c591dc7021e48df5fc03a7e78b942ac8c,D2,csregserv,EH & Regulatory Services Request for Service,csrefunds,Refunds - EH & Regulatory Services,real_public_reference
874ecb84567f21086754ac6be8b379d37877132939f6875f11eb55856227cbe3,D2,csaccum,Accumulated Material,csuntdyalo,Unsightly Allotments,real_public_reference
87af4b94be49d3ec052b5c2b822381e637d75429341773e6e404afee42fb41aa,D2,csrates,Rates,cstsfrcred,Transfer Credit Requests,real_public_reference
87e03851cfcaefc140c6232612fef061169fda74b2b876a37ca31ad56f892512,D2,cscsh,Community Safety Hazards,cscsh,Community Saftey Hazards,real_public_reference
883f27a356dfe2a17ce12743bca03a15fa110424aa4ced81ce29adb5ea263d4f,D2,csprkopn,Parks and Open Space,cshrbcd,Herbiciding,real_public_reference
88b813ac37445b2d50fc97663ab21baf7f5fe72e778c28f6b33aeadda5448f4b,D2,csstrtfurn,Signs (Traffic/Transport),csmstsign,Sign Missing / Defective,real_public_reference
88e7db9c2eccacac30500ab8922034de5a9cd9cac79e1ca637dc0dd6e92c3b2b,D2,csflagbann,Flags Flag Poles and Banner Poles,csflag,Flag,real_public_reference
8945a2db8d0124bad195bc3d89e2370585e31f85609330f829558787073d293d,D2,cswtrinf,Water Infrastructure,cswtrlinf,Leaking Water Infrastructure,real_public_reference
8a0beb29de1f0c79b8d036965fb1564c07b3677a289afd59416cddff973f16fa,D2,csasbest,Asbestos,csasbestos,Asbestos,real_public_reference
8a1a5787ef3519c0be37a284ca64cdf5dc8b2ab1debe2c392d3db52bd0b88f01,D2,cswsteserv,Waste Services,csbins,Bins Placement (LL7),real_public_reference
8a3663db4991b9c69e51796c9fc643514b2992ad567932e8b1587867a3140fd7,D2,cswsteserv,Waste Services,cscasulbin,Bins Quote for Collection Service (Lift-Once off),real_public_reference
8b99c9b813ef9aca7e1438b8a4e543077cca45f5ffdfc0017594c5ccb7d2ec4f,D2,complaint,Complaint - General,comeng,Community Engagement Section,real_public_reference
8bbb72e77a4bb7592ddc3ab9e81059481ee30d3d7c87782a594e0a0d203fa7ee,D2,csrdancil,Road Ancillary,csbktaxped,New Infrastructure,real_public_reference
8bbcfb399196ae4298f1b1483b17bd4da4ea9d3e922ad1e15cd98b06661c60c3,D2,csrates,Rates,csobjg-cat,Objection (General Rates),real_public_reference
8d412d424c81bd3e5f673b49dd5d2251e8ae3e7b5d12065a05420de472047a3c,D2,csanimangt,Animal Management,csproacpat,Proactive Patrols,real_public_reference
8d7e25379c99427ffd55b0c50665b07c3eff25e5f96b9ac3e9012595bd5c9af4,D2,cstree,Trees,csresplnt,Resident Planting,real_public_reference
8da5827a6e6b29c124619485738d1f98c491f12d485b671386a37a1ece1d5202,D2,csbuildpc,Privately Certified Building Lodgement,csform56,Form 56 – Notice of Engagement,real_public_reference
8dc4b0b77f45442e84a6ac6bd05349f75103147505476f94aec364ace1406991,D2,csunauthus,Unauthorised Use of Council Controlled Land,csplantrem,Unauthorised Removal of Vegetation on Council Land,real_public_reference
8e7a91d5f53c079ea1cac64de1bda9b6ecfaa949e3178eb2116000250c65fcef,D2,complaint,Complaint - General,envservs,Environmental Services Section,real_public_reference
8e7b3a6b3ee9af72686e4c7f0e63bc6a49ee6a3360269c80f5f0633ede78a151,D2,csanimangt,Animal Management,csdefecate,Defecating Animal,real_public_reference
8e852f57de76b670b2e9063f39659e684bc6cc86df2e7424cd80c98804b21e97,D2,cscomplmt,Compliment,futurecity,Future Cities Section,real_public_reference
8eb1500b772f58db0830af45d0a57fbb57fb2c8f90100efc316ca6b0981bf3a3,D2,csntrlmgmt,Natural Area Management,csfrshwtrl,Freshwater Lakes,real_public_reference
8eb2037e39c6094336735026385929cf87316b4d7497865b991256de79bcaae0,D2,qccorp,QCCorporate,qcpaymthd,Pay Method Feedback,real_public_reference
8f06866ce59e55c03535df00f1d9bf57bb281b7433af6f06e2aaa47284de1eab,D2,cssealrd,Road Sealed/Bitumen,cspvfail,Pavement Failure or Surface Defects,real_public_reference
8f5e12fc3ac04bff2d15ea1e7e962a8ea61a920da4ad0694bacccabdf2d78fde,D2,csinforeq,Information Request,csregsrvs,Regulation (Compliance Team),real_public_reference
8fc0250c3e593a5d65ba275e6d9b3e825905af29238d951096fd4b4efa7a9522,D2,csregserv,EH & Regulatory Services Request for Service,csacacvorf,Animal Care Adoption Centre Volunteer Rego Form,real_public_reference
8fd868aa8f883e75551c7dcd58041b15e813ec07a144718919fef6062d61e9e9,D2,csdevinfo,Building and Development Information,csbldperm,Building Advice Enquiries,real_public_reference
901b8a86fd7ae1d16afa34d3b13452e7814a383a88ed7c8a1c91cd2ecc41259d,D2,cscomplmt,Compliment,envhlthreg,Environmental Health & Regulation,real_public_reference
90226b199d3984eadeb5c3457023813b0c06745c9c4820f04f8cad7740a49990,D2,complaint,Complaint - General,envhlthreg,Environmental Health & Regulation,real_public_reference
9028ed99fda709e818a2cf03f2f115a60356715e328d89ed427f41c983d7f32c,D2,complaint,Complaint - General,cultlife,Culture & LIfestyle Section,real_public_reference
9053f979de0f10d570eeb753f37c9be2c901895a04ca37e189f9daae715e36b7,D2,csplanllo,Planning Legal Liaison Officer Service Request,csplanllor,Planning Legal Liaison Officer Service Request,real_public_reference
90c7c6fab6dc6c4e0cbd25ce81723722a176f42687b1f6f30414884c4341094b,D2,cssafectdy,Safe Custody Documents,csbkgtscur,Bank Guarantee (To be Secured),real_public_reference
912e25b4ef4cc8ec6a3ab63be29c218eb05df0f2d5d12d6f1ca5f2d2cc30b283,D2,csfprr,Footpath,csobstrn,Obstruction,real_public_reference
91379df9222973b7e7841b5fba83d09f42d53417a41d696781a1ae33f4250ee0,D2,cswtrrstr,Water Restrictions,cswtrrenf,Enforcement of Water Restrictions,real_public_reference
914c7dac83d9d61bcfe73db6995d50ac352a49918ed4aa4ecbf8642130185b6f,D2,csprkinf,Park Infrastructure,cspbtltmnt,Public Toilet Maintainence,real_public_reference
916a517e00b3140f1cb0c77a14f4ef54d5b9f6ebeedac29f826c23d2bc83d6ac,D2,csanimangt,Animal Management,csprivimpd,Private Impound,real_public_reference
91bbfce8c572131286d9909fed1bd4575531a1991ea6e3f893d43e54614aeef5,D2,csovrgrn,Overgrown Allotments,csprivate,Private,real_public_reference
91c4e266fe89e5dbd1c8f1f31406d942a6b9eb36b5d89a2a245de7cecb2e2584,D2,csinforeq,Information Request,csmaintpo,Maintenance Planning & Operations,real_public_reference
924cf067de4a03b20d22a3cdd0549192b669ea6bcf91eea2dc866716b912b3f4,D2,cssyringes,Syringes,csopspace,Parks and Open Space/Roadside,real_public_reference
934c4c9583fd0ab36e0c233c09519256a4f45adce58fcb933897aa3eb19e1e0f,D2,csunauthus,Unauthorised Use of Council Controlled Land,csplantveg,Unauthorised Planting Vegetation on Council Land,real_public_reference
935f8301238fd303d5c25617bee61da1114f933862f134d65b44094f8b64d82d,D2,csenquiry,Customer Enquiries,csprkinfwt,CS Parking Infringement Request to Withdraw,real_public_reference
9392eb9bf27d76f896eefaabdcaade194dfb8501ef1c93ded5e3b2150c368091,D2,csproactpa,Proactive Patrols,cspatrolin,Patrol Inspections,real_public_reference
93965e760d4f09a5c96f025922e821415800c7bbd0d114d2b17a7baebe75eb11,D2,csinforeq,Information Request,csdevcompl,Development Compliance,real_public_reference
93e2c598edbdb433fc2aa262384a2fb81b15517924a3d5c915b7c5e8f2f874a5,D2,csinforeq,Information Request,cspddevipr,PD Developments in progress under construction,real_public_reference
9453af65b65567b9eee7301c073d73bbdb55845a5bbe666bcd36a1cffacc845d,D2,csinforeq,Information Request,csvectcntl,Vector Control (mossies etc),real_public_reference
959fb48f5a9311e260a68f9653bd395c4bdb245e384c159d74e6f3ad86d4b720,D2,csprkirig,Irrigation,cspkplmmaj,Plumbing Maintenance High Priority,real_public_reference
9687d0efe7e049bb0b35fce9f2b6bf8b0429c7acd3443d0c5ee41c1c0edd625c,D2,csanimangt,Animal Management,csaggrsve,Aggressive Animal,real_public_reference
969529459bd0b28dfb15d081999cdb7a89b3964b089a073e7af80b101b3b5c41,D2,cscarprk,Parking,cschgcarpk,Changes - Time Limits  Zones  Disability Parking,real_public_reference
96a1d0d480acc6a92da4f8b32327d20b4e222ac92f9dcca2d60f34ec3988eed7,D2,cswtrinf,Water Infrastructure,cswtrscoff,Stopcock wont turn off,real_public_reference
97429b1428e1cdbf931583eaab1e74fe8d8477cad499030a913a77dd0a4b36a7,D2,cssafectdy,Safe Custody Documents,csbkgtrels,Bank Guarantee (To be Released),real_public_reference
975b929017f3ca6140f32a9483d332afa7f584281046d4cd16e542f6a03cdb70,D2,csrdancil,Road Ancillary,csgpdefect,Guide Post Defects,real_public_reference
9782a42d20fca96fcc1d2832fe2f07a19252466048e009506ef45f9f648728db,D2,csstrmdrn,Stormwater Drainage,csbpitlid,Culvert Defect/Obstruction,real_public_reference
97d24e8427d2ebabf55997fad8c2675f7282c6e8ebf9808e17ea7a0767ecd4ea,D2,cswsteserv,Waste Services,cshardru2,Hard Rubbish - Non Compliance,real_public_reference
982002c9469cfccd2ee4557c9112b9e1e5ba5da345b9f376dd6601f579b75c1a,D2,csinforeq,Information Request,cspddevcom,PD Development Compliance,real_public_reference
9917fa6ac79e6af8922edf297403e30c7cf8d3aa7172da679356fb77bbe46fb7,D2,complaint,Complaint - General,envservs,Sustainability Section,real_public_reference
9a240f39214c4dc1a95c506aeeeff82f4f82adf6f1aa9099c41f09e3b3edec75,D2,cswtrrstr,Water Restrictions,cswtrrstr,Watering Outside Water Restriction Guidelines,real_public_reference
9a4222d2a559d83bde8ac4a76b75ae4012057432eed3e6845df71a200ba9c870,D2,csregserv,EH & Regulatory Services Request for Service,csapplic,Applications - EH & Regulatory Services,real_public_reference
9aa1f40b328a829c48c3bec588a34266cf7a614491fc260f78eb44c343459464,D2,csntrlmgmt,Natural Area Management,csmarinewi,Marine Wildlife - Dead,real_public_reference
9aee84f6b337eaafc7291e3b217a48be737ff70fec49b6771fc563da65cea8bf,D2,csprkinf,Park Infrastructure,cspbtltmnt,Public Toilet Maintenance,real_public_reference
9b623876f3ea5860cedb997352e9deadbdabd7c383cd851a7904aa65a125cf0e,D2,cscsh,Community Safety Hazards,cscsh,Community Safety Hazards,real_public_reference
9ca8bb9b9d9dfb23cb85775498dd9a80e436544aa20d73f10b4fbd08c933a9e9,D2,cslgt,Lighting,cscommnl,Commercial Nuisance Light,real_public_reference
9d57bd15d8ead82ab66ae415d5302744f54ae77bf4e8dfde8a3be3b80d0dba65,D2,complaint,Complaint - General,finance,Commercial & Financial Services Section,real_public_reference
9df768885ec8fcbac5cd92e5372b08ccb75611cbb6d343699cfbcbb5d8b94871,D2,cswtrinf,Water Infrastructure,cswtrlsrv,Leaking Water Service,real_public_reference
9e750305e7fcffe46d3dbb49871ef7068b61ec348a3352a47a2539c12c6cbe13,D2,csprkadmn,Parks Administrative Requests,csaprvtrmv,Approved Tree Removal,real_public_reference
9f294afff499d700601577da1cb0d9e75461944b2219f0e0685d227b8f5edb59,D2,cswtrrstr,Water Restrictions,csboreenq,Bore Enquiries,real_public_reference
