gate_rule_key,decision_key,rule_id,rule_outcome,rule_effect,rule_message,data_truth_class
56659a192f6984c77f58a157033cd88aca67947b62fad300e8c47b0eff0652d6,2384c144-9418-54e2-b998-28d50759119a,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
c724a38b0765e5becfe006d7596d55eb0be94ebdc6061c6338080fe67baf4061,2384c144-9418-54e2-b998-28d50759119a,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
bb1e39d6e0c8acef2a8f350fa1c5a18657ff124c0ac7a1ac8923995de5a117c5,68a9a94c-0df3-574a-bca5-a4a9d05d3c5b,POL-SCOPE-001,fail,escalate,Category 'general_enquiry' is outside policy scope and requires human routing.,synthetic_operational
f0cd8dba3738d99b38553c07ea98f4b1bdc8bae0c1e956a7bc6536399f917a49,68a9a94c-0df3-574a-bca5-a4a9d05d3c5b,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
9b95868fb6b5f93719935be931fcc07a8f87f9bd2b3de6df5966fb42fd9c101a,68a9a94c-0df3-574a-bca5-a4a9d05d3c5b,POL-LOCATION-001,not_applicable,allow,The policy has no coordinate rule for category 'general_enquiry'.,synthetic_operational
ad5f8903149512eebccbe66e4b5d82307abd14e13af40d1abf3e23a573c7d8b3,68a9a94c-0df3-574a-bca5-a4a9d05d3c5b,POL-ASSET-001,not_applicable,allow,The policy has no asset-match rule for category 'general_enquiry'.,synthetic_operational
38d1b1cab2ef56f2bcf77dde3b7b9b290756a6e699d8e5739eaa803f7bc5cb37,68a9a94c-0df3-574a-bca5-a4a9d05d3c5b,POL-SAFETY-001,pass,allow,Priority P4 does not trigger the emergency escalation rule.,synthetic_operational
15958805486e8cd94c52353135c27ba45b6821517ceb74a78a7e9a1c59140cb8,68a9a94c-0df3-574a-bca5-a4a9d05d3c5b,POL-CONFIDENCE-001,fail,escalate,Category confidence 0.30 is below the 0.70 threshold.,synthetic_operational
67ffca4fdc63368f9f712dcbce5da0fe88f81407f5168717b03bbb2873498323,68a9a94c-0df3-574a-bca5-a4a9d05d3c5b,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
1de8f0ba59d2766e661eda06094ab0374e1c61988d75b76f59b95bf2618da4ae,d7e55b5c-9501-5c44-8c8f-ec17bfec6780,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
176e6322caea25cfad169c92b3ca6c9fadc9e953713b4b5420beeff14c546075,d7e55b5c-9501-5c44-8c8f-ec17bfec6780,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
8c3d8b538e5f5635eff718691a7bc8695a5d195e26ae0c747f7d7bfebcd8d1d5,d7e55b5c-9501-5c44-8c8f-ec17bfec6780,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
3ed336c61a109afa900911c721629517810878e7e4399144dbb4e6d9043fecad,d7e55b5c-9501-5c44-8c8f-ec17bfec6780,POL-ASSET-001,fail,escalate,No public litter-bin asset was found within 500 metres; human verification is required.,synthetic_operational
923a35890f6d1e293ea89fba7b15c7122df6ec287ba55fa5aecc84dbf9e960df,d7e55b5c-9501-5c44-8c8f-ec17bfec6780,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
984b4c1558af96e2b046180961f0f2a49979d65bb85e70f3c773b5fd6b18a538,d7e55b5c-9501-5c44-8c8f-ec17bfec6780,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
d6af8a72816cd8e2306704660a8e057e2ba2dd0e761bae5bd040bc1dbf6fa0ed,d7e55b5c-9501-5c44-8c8f-ec17bfec6780,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
31b119fcff2234bb9b94e04d9ddb963adca187eade923fa364ae1fdcb183b75f,67d7aeb8-84e3-5b49-9952-070269f42914,POL-SCOPE-001,fail,escalate,Category 'roads_footpaths' is outside policy scope and requires human routing.,synthetic_operational
54f705a2be9234f15e90047f385c32c908b1a3270bac2ba0fc0b8950a97f4449,67d7aeb8-84e3-5b49-9952-070269f42914,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
9961e580201cac0f08cfaa7054090e1315573cb7a2e7128146e13096452babeb,67d7aeb8-84e3-5b49-9952-070269f42914,POL-LOCATION-001,not_applicable,allow,The policy has no coordinate rule for category 'roads_footpaths'.,synthetic_operational
58e150bab356b8fe8d74674738c026bad08b3ec2c9aae1b5b37dc7f957a0b2ce,67d7aeb8-84e3-5b49-9952-070269f42914,POL-ASSET-001,not_applicable,allow,The policy has no asset-match rule for category 'roads_footpaths'.,synthetic_operational
0c4e181a9214dff9ba8119e11b76971e56f8628f470d3320178029575b665f0e,67d7aeb8-84e3-5b49-9952-070269f42914,POL-SAFETY-001,pass,allow,Priority P2 does not trigger the emergency escalation rule.,synthetic_operational
56dbdbadd1e4d8a445ce3fc6c614d4a7e42fb229bee0d3da9a3953e3939c0eaf,67d7aeb8-84e3-5b49-9952-070269f42914,POL-CONFIDENCE-001,pass,allow,Category confidence 0.82 meets the 0.70 threshold.,synthetic_operational
3f84c0b6a2ab03a218d831b9987bbafb8891d1c4c03d85cacd8718f25388456f,67d7aeb8-84e3-5b49-9952-070269f42914,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
2cc25bd2059fb0f88cd1baae460291cf6947533436d7117ec59ec46940d97b0e,dc207cbf-c101-5283-86ba-ea03f186305c,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
0dfe4280e581e751878b3f691f6d3641891e7d7e06c67400cfd5c49907262f30,dc207cbf-c101-5283-86ba-ea03f186305c,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
fcfede4da6f669ceb407676b3137be30bc9f655a566e3719c9d19d95baf1c3aa,dc207cbf-c101-5283-86ba-ea03f186305c,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
ad6e7111808253c166829464aa628a6f6719845f8b2fe84c50bc395f3b2e29d3,dc207cbf-c101-5283-86ba-ea03f186305c,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
1525bf0dd1ccce7fdd66d17339bbc24a03b8444fd4b4a29a2c3b0001dedfff3b,dc207cbf-c101-5283-86ba-ea03f186305c,POL-SAFETY-001,fail,escalate,Priority P1 must be escalated to a human.,synthetic_operational
43355f72e30aad6b0cc9707478d2b846e9b3fa9e7e95655357a8f1f645985884,dc207cbf-c101-5283-86ba-ea03f186305c,POL-CONFIDENCE-001,pass,allow,Category confidence 0.82 meets the 0.70 threshold.,synthetic_operational
55e5429ab32d1852e0d999f4a68aa540645c5dd20fbc182cd49005a5b0b21f74,dc207cbf-c101-5283-86ba-ea03f186305c,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
d18733c41f633230dcb9ce4855cc98c138308bd6d27123acae31f0b9a6e43132,c2d918e5-6c80-527a-a675-2572b3308cbf,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
9c4cf00a404583fd26d12ae16371dbbaf7092f717185bd0d08e5bc5b04525698,c2d918e5-6c80-527a-a675-2572b3308cbf,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
65343c90f95c44424f533a0c30f2e66ce5e31b08b161cc7b0b90590d66f22dfd,c2d918e5-6c80-527a-a675-2572b3308cbf,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
9e62825cf356cb32c82f5d793b6239bc2ddd80fe60de2ecf92dbfd08dd2cc03f,c2d918e5-6c80-527a-a675-2572b3308cbf,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
8e4ddcccefbe61499e4ac86c6272bab68d9b5c4f02906c5caa9c4989237a23c5,c2d918e5-6c80-527a-a675-2572b3308cbf,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
4a3f4e84ca94f682924defe3b3880555b2fee6b21a2ed9f9fede15f4320d81fd,c2d918e5-6c80-527a-a675-2572b3308cbf,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
ac67fef66b2d39f36eefbe9bcdd108c368aad6b9ea0fd3368c10148c811d1f39,c2d918e5-6c80-527a-a675-2572b3308cbf,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
65e784983ab015f327f8f92cd9e000a39baab36f4e4b803aaa0583cecb691736,fa2f6bf5-5f2f-5c64-ae5f-b4686736a7a3,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
b480afecf3a24fe1d924655d414e08b97fbbdbeebc21964d04a04bea883b900f,fa2f6bf5-5f2f-5c64-ae5f-b4686736a7a3,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
079777f6932cc4f2a042a6f9d6dac22855b0d8b90237345a33335eea5dd5b4d2,fa2f6bf5-5f2f-5c64-ae5f-b4686736a7a3,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
698bd1d4725d79ab96fa873c4388afb5d7c869732aed60db211fb526c0b0d466,fa2f6bf5-5f2f-5c64-ae5f-b4686736a7a3,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
aeeef062d4f8c266dce48ed9330020e525766261ac5bff3195e3649a5144d501,fa2f6bf5-5f2f-5c64-ae5f-b4686736a7a3,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
5dd697f2b2023518476dc1bec209fdd8b17cb5c3fce4537a135b4de8c7bd61f3,fa2f6bf5-5f2f-5c64-ae5f-b4686736a7a3,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
b5776cfb0888c4acbf0b066103ab2db325c7a0103e820a4ccf51cd7518984266,fa2f6bf5-5f2f-5c64-ae5f-b4686736a7a3,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
c8b13037a98de23c5e0f8dfdabf3c0df30ae85384e8cfad50d138513d173ec58,ae0ce0e8-5a8c-5fbe-a424-48e92895cd77,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
812fed7c84e3655da278d6144f19fddf728c6471a1488d0db0a416e698081407,ae0ce0e8-5a8c-5fbe-a424-48e92895cd77,POL-ACTION-001,fail,reject,Action 'close_live_case' is not permitted by this policy version.,synthetic_operational
c4c2fd6184cd3336c8fd89cac637288babb459f6677ec00117bc569fd52e4825,ae0ce0e8-5a8c-5fbe-a424-48e92895cd77,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
afd6bc9b7760292e8b477cf1dfedfcd8d99335d3169da55a0f4a5a7eb53fe790,ae0ce0e8-5a8c-5fbe-a424-48e92895cd77,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
470e7737619d9c0ed85a849a82cc73db0793e0f3aea8fbb266a751657831cc85,ae0ce0e8-5a8c-5fbe-a424-48e92895cd77,POL-SAFETY-001,pass,allow,Priority P2 does not trigger the emergency escalation rule.,synthetic_operational
2fda495f53600bdbbde9808797552e7cde256f95ee1ba258cf0bf723dd2c25c9,ae0ce0e8-5a8c-5fbe-a424-48e92895cd77,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
973f269b1004b2161db2664ffa4a05a5ef4f72739ba40f670d4d90b3e56b2c95,ae0ce0e8-5a8c-5fbe-a424-48e92895cd77,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
be3e9c31a6ed8f16895649af83091ea6deebdd1878cdd3954a97b16749528e64,90265ca7-693c-5758-9093-ea221148d192,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
fa5f6802f3a2c455dec4c22ab02e882f84815cfd6de1fe738c73f2d0052a9bcf,90265ca7-693c-5758-9093-ea221148d192,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
0cfadd1eefcd771a6769cb6ab85eb82611073e9fbabb268efc926762148bad7e,90265ca7-693c-5758-9093-ea221148d192,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
a4ef2ac7421909b659e0b7ba7a94df256ac1f46955be3ce3093710c343102b1a,90265ca7-693c-5758-9093-ea221148d192,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
e18d168ece044b3c1e43f8e68bb0d1ef7b55fb97d25b22fa1179bdc53f3d1dc2,90265ca7-693c-5758-9093-ea221148d192,POL-SAFETY-001,pass,allow,Priority P2 does not trigger the emergency escalation rule.,synthetic_operational
b9bde0cb6276acc068f9dfdba50b576b8fa6ed2894f325f530ef2c02508230dd,90265ca7-693c-5758-9093-ea221148d192,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
1f7cb03a8b66db245f0a585a369004bee7641174469afdef64effe6a7b1d6dc1,90265ca7-693c-5758-9093-ea221148d192,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
f48ecff06224a85eb65589a7108c28a0529bb21b21691fae85bfe8e0830bf1bf,9f577c1a-b689-5fc0-90ee-ffa791f5b8ea,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
d2c50d01c0ed3eb0fe2295d73a21d63b0f7b9029ad412879eec696ce50c3ed15,9f577c1a-b689-5fc0-90ee-ffa791f5b8ea,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
fbea14763412d204d55d1beff2bab3749c92106d33a72ccf8fd15f3b04183b0d,9f577c1a-b689-5fc0-90ee-ffa791f5b8ea,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
382986ba4f13060d03071cd8234e5f0f2d46d5cbb06c18d595f3d41e9cbdc59a,9f577c1a-b689-5fc0-90ee-ffa791f5b8ea,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
f925b79d98cde1fd242745f30a1ea0d0161a9b51dde1e170919a10f1103b8b98,9f577c1a-b689-5fc0-90ee-ffa791f5b8ea,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
558fbb406c7812c2adaae8a3afeeef4bb1a55a6f374ec73ed11edc5c80e90adc,9f577c1a-b689-5fc0-90ee-ffa791f5b8ea,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
f413bdfa41fad47fab6a0d39c4eac86507e715eb793a855fbfc3f38fd388fc77,9f577c1a-b689-5fc0-90ee-ffa791f5b8ea,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
7427cf61c524bc30c15277756e4cbf8b982568c6679050f455cb891fd29fe204,e524cc85-eb26-56df-b461-282218251e08,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
9307091829ae60e48ec147719b971b3728d02e0790c89264fd11f880cdb7d5b0,e524cc85-eb26-56df-b461-282218251e08,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
b12583ace2509eae0dbbb212de7c75100923a9514267b0b9cc8480040403fe51,e524cc85-eb26-56df-b461-282218251e08,POL-LOCATION-001,fail,reject,Latitude and longitude are required for a waste/litter draft action.,synthetic_operational
cbc1f835adf2d6e0589f0f58d93b83c45b02e8028ab4b7ca1400e22fa817c734,e524cc85-eb26-56df-b461-282218251e08,POL-ASSET-001,not_applicable,allow,Asset matching cannot be evaluated until coordinates are supplied.,synthetic_operational
3537dfda78b0059bbbdaec1735a80fbbce9950b3f4fc9e5896c98daf916b3a0a,e524cc85-eb26-56df-b461-282218251e08,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
583e490fdaa2c55fc08210e30e81924bffe79434796b7275285b123d087dd20f,e524cc85-eb26-56df-b461-282218251e08,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
cdcf6b6f6f285fcd171d170ea85f5a8b59b7abdbab455a7a4df429e9952d25cb,e524cc85-eb26-56df-b461-282218251e08,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
665188be3d8bf0115da7325d69e996c0f84be7bf1e769f1a4353278fad83e75e,45b776f1-4d72-54e6-9593-d4a230e1a8b0,POL-SCOPE-001,fail,escalate,Category 'general_enquiry' is outside policy scope and requires human routing.,synthetic_operational
30bda01b52cb01032c1091beeac3b2246e58e608d77fe3abe28abfecc7a2eeab,45b776f1-4d72-54e6-9593-d4a230e1a8b0,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
85b830ae3c690841b7b727cd9cf58c3acdc8f1bf54cbb32595b004d251efc5c2,45b776f1-4d72-54e6-9593-d4a230e1a8b0,POL-LOCATION-001,not_applicable,allow,The policy has no coordinate rule for category 'general_enquiry'.,synthetic_operational
644579d0d62ac4dfdebfaf590ba7f7577364f9b6d6c395a6102771aae904537c,45b776f1-4d72-54e6-9593-d4a230e1a8b0,POL-ASSET-001,not_applicable,allow,The policy has no asset-match rule for category 'general_enquiry'.,synthetic_operational
447dd97a99dfdef58870429ccc3c2899292b393f3e002e0e6d6ef61925635a6e,45b776f1-4d72-54e6-9593-d4a230e1a8b0,POL-SAFETY-001,pass,allow,Priority P4 does not trigger the emergency escalation rule.,synthetic_operational
173062da50bf9e7cafa0c8cb25fa609786d08edc48b0cf8d683c1fc4d3bf3358,45b776f1-4d72-54e6-9593-d4a230e1a8b0,POL-CONFIDENCE-001,fail,escalate,Category confidence 0.30 is below the 0.70 threshold.,synthetic_operational
8adcbf89af10280f6a1e417295f3f0af266c0592dcebde39a6c5aa2b153a938b,45b776f1-4d72-54e6-9593-d4a230e1a8b0,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
07aba9271b51a61aff887068093e4ed3b7f6296c0918ceecb2f9525ee9febfae,3ec8ceb4-45a9-5090-a68b-2a073023f596,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
06c697eac3fed01e34f4dbb5c1c3cb52c1550c136621c947cb4c2a8efae46377,3ec8ceb4-45a9-5090-a68b-2a073023f596,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
dc728fe175a72cba12d5fd1ce08338f5a8f76b7693f10cd4e601573f72e509f2,3ec8ceb4-45a9-5090-a68b-2a073023f596,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
dd4ebae4b7a90b31bab717f1e0ebe6559d17d51be50f63fe37745c2f0c28ef58,3ec8ceb4-45a9-5090-a68b-2a073023f596,POL-ASSET-001,fail,escalate,No public litter-bin asset was found within 500 metres; human verification is required.,synthetic_operational
0e9fc201bb4797585e922b112a8c40b9f310ca594adf83e0479a2ac16b895955,3ec8ceb4-45a9-5090-a68b-2a073023f596,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
daccc8fbb12ddd65269c0346a505a4b5219f32eacccab1303097dfdc247128ed,3ec8ceb4-45a9-5090-a68b-2a073023f596,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
639cad01ee5b7e1bae2dced43b3cd2918953f9e44a466039e31c2093d25224db,3ec8ceb4-45a9-5090-a68b-2a073023f596,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
e3c7eebd54229fdc4d29cbf8ce26598aac19fb8cd164a5c6f1715e6dfb10554a,bfc7bf0b-da35-581d-bd90-f1e0d140e13e,POL-SCOPE-001,fail,escalate,Category 'roads_footpaths' is outside policy scope and requires human routing.,synthetic_operational
4075ecb5aa304eec19f10c5b5a2c829e6def1999f58e9dc3b834584affe6a579,bfc7bf0b-da35-581d-bd90-f1e0d140e13e,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
3da8209c32ca120beb748d5c6dfde75ce964bcab9d0b2057aff9455a4cc3c23d,bfc7bf0b-da35-581d-bd90-f1e0d140e13e,POL-LOCATION-001,not_applicable,allow,The policy has no coordinate rule for category 'roads_footpaths'.,synthetic_operational
b38c2433d12b3b3c87689984039a376d7fae63d9003286609147c1fdfac3b30b,bfc7bf0b-da35-581d-bd90-f1e0d140e13e,POL-ASSET-001,not_applicable,allow,The policy has no asset-match rule for category 'roads_footpaths'.,synthetic_operational
bb95bc01af9b9b48804e1e20e5baa1a4f474b00dee424a475058ad6f22750f5a,bfc7bf0b-da35-581d-bd90-f1e0d140e13e,POL-SAFETY-001,pass,allow,Priority P2 does not trigger the emergency escalation rule.,synthetic_operational
c0bc278e961f4e178f72ab778bc358df46a1214e6898f546328cb956ccd54801,bfc7bf0b-da35-581d-bd90-f1e0d140e13e,POL-CONFIDENCE-001,pass,allow,Category confidence 0.82 meets the 0.70 threshold.,synthetic_operational
0f2ba289c6dca22b38eb788e817ea1b908c56f81322ff0f352e05d1e1ccf6b7c,bfc7bf0b-da35-581d-bd90-f1e0d140e13e,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
19ad1d1d6c3b063829a14e0fac8f107d0dc96c7d924f21bd96a693a20459ae12,56287be5-fe26-5cf5-bbe4-af308353ad8b,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
e749368847c9fcc145d4438cc3fcdd61f508a2cd78a245e67cf41a71284b43e4,56287be5-fe26-5cf5-bbe4-af308353ad8b,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
b18359eb302a9b408980bd3d87b36a0646a3923f497c433472839215fc0fe77f,56287be5-fe26-5cf5-bbe4-af308353ad8b,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
5c31b456370413ac5ac18ea3da2d6cee49f193ba6578ca93fdbe6b933a246580,56287be5-fe26-5cf5-bbe4-af308353ad8b,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
942969d7ef40bab0b4a6d8520d771b4f018a23f99a587d340e5491c7132a530d,56287be5-fe26-5cf5-bbe4-af308353ad8b,POL-SAFETY-001,fail,escalate,Priority P1 must be escalated to a human.,synthetic_operational
f4367db06cbdc75aa31451cb25f1052c6d85b05ed6fd7a8b655134e9158af93e,56287be5-fe26-5cf5-bbe4-af308353ad8b,POL-CONFIDENCE-001,pass,allow,Category confidence 0.82 meets the 0.70 threshold.,synthetic_operational
eabb577e34d7146e9b5c7a87dd2dd00dc97f06706f2a80a3e78211b2283cb5a8,56287be5-fe26-5cf5-bbe4-af308353ad8b,POL-REVIEW-001,fail,escalate,The diagnosis contains a human-review flag.,synthetic_operational
db6d9bb11eae085350fa2bba0e8e48a1aa74b8dd38ea6e6f9ad82ab6cf05ad56,76289bc9-cdb7-5835-9d85-79134ff49f20,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
fba64000f877ff8e7074a2db3d9f6ac0a37f570c155354217282302c1fcfda19,76289bc9-cdb7-5835-9d85-79134ff49f20,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
f8ea5550fcc978d1d769cd7ae3d9a205eab517c102f9dcb22cd3b0ac723afc38,76289bc9-cdb7-5835-9d85-79134ff49f20,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
41fdb72fd4e00ce6ac168608b5d07ba8787448adc26fc7010d4ba059da8173ab,76289bc9-cdb7-5835-9d85-79134ff49f20,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
211a336a5159c374a405defb68ec1f5539b75dfd89d62331644515b4149b2b6b,76289bc9-cdb7-5835-9d85-79134ff49f20,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
a4c048ee6643cb573784e57e852d5a672e1afc8bd6ce39aacc9f0e6a6f80a4e2,76289bc9-cdb7-5835-9d85-79134ff49f20,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
23e7228305ad7e096e847a0474c4241915a56fb5f2f70c1c7234147a7dcb7d01,76289bc9-cdb7-5835-9d85-79134ff49f20,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
66cc08b7b1ff6bf1ca7d8492501a7dd8a58089b3d083b011246ccb61a940fa8d,2d35be46-cda7-57e3-bf3a-7e7504b21119,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
a0319d80f9df11699c7136387a81ba381f769156ee2ed434a3f048fb29c2fbf3,2d35be46-cda7-57e3-bf3a-7e7504b21119,POL-ACTION-001,pass,allow,Action 'create_draft_work_order' is permitted as a draft-only action.,synthetic_operational
0a1b0399a88d6d6b3d56c380ee985829ec4ab67798413d4ec5ab2fee8da1718d,2d35be46-cda7-57e3-bf3a-7e7504b21119,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
e35fe53ca4846fe4daf1c3ab94673df0cf04ac567e81be6c3ebbe9552245fb3a,2d35be46-cda7-57e3-bf3a-7e7504b21119,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
e05c6f4b5066c25995414c8d3e9b52d01693b6033fb30530d0046a19e04b1620,2d35be46-cda7-57e3-bf3a-7e7504b21119,POL-SAFETY-001,pass,allow,Priority P3 does not trigger the emergency escalation rule.,synthetic_operational
5a4e11684f372ad35bea424c4b2c8fd1f788005c5a97214140fee442e66a7fda,2d35be46-cda7-57e3-bf3a-7e7504b21119,POL-CONFIDENCE-001,pass,allow,Category confidence 0.95 meets the 0.70 threshold.,synthetic_operational
54a6f28c6a46416405bfc0b3770cbaf77da6f06d5c3bef3d33d3a86522401c00,2d35be46-cda7-57e3-bf3a-7e7504b21119,POL-REVIEW-001,pass,allow,The diagnosis contains no human-review flag.,synthetic_operational
2bbe16b8a2a206fcd883a7b3e47a8f985c18acb413f145728b3de410d9689ea2,d748acb8-201c-57c2-a2f6-80ad7e59a95f,POL-SCOPE-001,pass,allow,Category 'waste_litter' is within the demonstration policy scope.,synthetic_operational
79bec3846e2bae3935a5a19331685a994ae1bd48bc316de42e07d6466bd4964f,d748acb8-201c-57c2-a2f6-80ad7e59a95f,POL-ACTION-001,fail,reject,Action 'close_live_case' is not permitted by this policy version.,synthetic_operational
6141f71660473d8e1905b849cb7a379eb8102fe39946acd580d503a0dc7264b7,d748acb8-201c-57c2-a2f6-80ad7e59a95f,POL-LOCATION-001,pass,allow,Required latitude and longitude were supplied.,synthetic_operational
b37849fa6dfc00625cc94b9e3edf543f0dd0bd0f839e66a59ec211735ee6fffb,d748acb8-201c-57c2-a2f6-80ad7e59a95f,POL-ASSET-001,pass,allow,The supplied point matched a public litter-bin asset.,synthetic_operational
0ff0b97cf786a040495087f3c5293585763572ecd15810b2ad8b71b5a7edb114,d748acb8-201c-57c2-a2f6-80ad7e59a95f,POL-SAFETY-001,pass,allow,Priority P2 does not trigger the emergency escalation rule.,synthetic_operational
